participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.vcm_round,player.individual_exchange,player.group_exchange,player.group_exchange_percent,player.total_op_individual_exchange,player.total_op_group_exchange,player.mpcr,player.round_points,player.player_role,player.player_role_list,player.paid_round,player.final_score,player.final_avg_ge,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,7,19.0,1.0,0.05,52.0,8.0,0.3,21.7,,,,,,0,2,7,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,4,7,19.0,1.0,0.05,41.0,19.0,0.3,25.0,,,,,,0,2,7,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,3,7,19.0,1.0,0.05,52.0,8.0,0.3,21.7,,,,,,0,2,7,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,4,7,14.0,6.0,0.3,57.0,3.0,0.3,16.7,,,,,,0,4,7,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,1,7,11.0,9.0,0.45,49.0,11.0,0.3,17.0,,,,,,0,3,7,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,4,7,18.0,2.0,0.1,42.0,18.0,0.3,24.0,,,,,,0,1,7,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,1,7,1.0,19.0,0.95,43.0,17.0,0.3,11.8,,,,,,0,4,7,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,3,7,17.1,0.9,0.05,36.0,24.0,0.3,24.57,,,,,,0,4,7,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,2,7,19.0,1.0,0.05,34.1,23.9,0.3,26.47,,,,,,0,3,7,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,3,7,19.0,1.0,0.05,25.0,35.0,0.3,29.8,,,,,,0,3,7,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,2,7,7.0,13.0,0.65,37.0,23.0,0.3,17.8,,,,,,0,1,7,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,1,7,1.0,19.0,0.95,52.1,5.9,0.3,8.47,,,,,,0,1,7,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,4,7,16.0,4.0,0.2,37.1,20.9,0.3,23.47,,,,,,0,3,7,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,3,7,19.0,1.0,0.05,52.0,8.0,0.3,21.7,,,,,,0,1,7,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,2,8,18.0,2.0,0.1,50.0,10.0,0.3,21.6,,,,,,0,4,8,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,3,8,15.0,5.0,0.25,57.0,3.0,0.3,17.4,,,,,,0,4,8,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,8,19.0,1.0,0.05,53.0,7.0,0.3,21.4,,,,,,0,3,8,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,4,8,19.0,1.0,0.05,21.0,39.0,0.3,31.0,,,,,,0,1,8,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,2,8,18.0,2.0,0.1,33.2,24.8,0.3,26.04,,,,,,0,1,8,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,4,8,19.0,1.0,0.05,53.0,7.0,0.3,21.4,,,,,,0,4,8,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,3,8,10.0,10.0,0.5,30.0,30.0,0.3,22.0,,,,,,0,2,8,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,3,8,16.0,4.0,0.2,35.2,22.8,0.3,24.04,,,,,,0,1,8,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,1,8,12.0,8.0,0.4,56.0,4.0,0.3,15.6,,,,,,0,4,8,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,4,8,16.2,1.8,0.1,35.0,25.0,0.3,24.24,,,,,,0,2,8,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,2,8,19.0,1.0,0.05,49.0,11.0,0.3,22.6,,,,,,0,3,8,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,1,8,19.0,1.0,0.05,49.0,11.0,0.3,22.6,,,,,,0,2,8,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,2,8,10.0,10.0,0.5,30.0,30.0,0.3,22.0,,,,,,0,2,8,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,1,8,1.0,19.0,0.95,50.2,7.8,0.3,9.04,,,,,,0,1,8,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,3,8,1.0,19.0,0.95,39.0,21.0,0.3,13.0,,,,,,0,3,8,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,4,8,19.0,1.0,0.05,53.0,7.0,0.3,21.4,,,,,,0,3,8,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,2,9,17.0,3.0,0.15,57.0,3.0,0.3,18.8,,,,,,0,1,9,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,3,9,19.0,1.0,0.05,55.0,5.0,0.3,20.8,,,,,,0,3,9,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,2,9,19.0,1.0,0.05,55.6,4.4,0.3,20.62,,,,,,0,3,9,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,1,9,19.0,1.0,0.05,55.0,5.0,0.3,20.8,,,,,,0,3,9,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,1,9,17.6,2.4,0.12,57.0,3.0,0.3,19.22,,,,,,0,1,9,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,1,9,19.0,1.0,0.05,55.6,4.4,0.3,20.62,,,,,,0,2,9,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,4,9,19.0,1.0,0.05,39.0,21.0,0.3,25.6,,,,,,0,3,9,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,2,9,18.0,2.0,0.1,36.2,21.8,0.3,25.14,,,,,,0,2,9,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,2,9,19.0,1.0,0.05,35.2,22.8,0.3,26.14,,,,,,0,4,9,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,4,9,16.2,1.8,0.1,38.0,22.0,0.3,23.34,,,,,,0,2,9,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,4,9,19.0,1.0,0.05,55.6,4.4,0.3,20.62,,,,,,0,4,9,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,1,9,19.0,1.0,0.05,55.0,5.0,0.3,20.8,,,,,,0,4,9,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,3,9,19.0,1.0,0.05,39.0,21.0,0.3,25.6,,,,,,0,2,9,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,3,9,1.0,19.0,0.95,53.2,4.8,0.3,8.14,,,,,,0,1,9,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,3,9,1.0,19.0,0.95,57.0,3.0,0.3,7.6,,,,,,0,4,9,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,4,9,19.0,1.0,0.05,39.0,21.0,0.3,25.6,,,,,,0,1,9,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,3,10,19.0,1.0,0.05,55.1,2.9,0.3,20.17,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.135,0,4,10,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,4,10,17.0,3.0,0.15,32.0,28.0,0.3,26.3,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,14.06,0.32,0,2,10,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,2,10,19.0,1.0,0.05,55.1,2.9,0.3,20.17,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,29.5,0.07,0,4,10,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,2,10,19.0,1.0,0.05,57.0,3.0,0.3,20.2,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.86,0.092,0,3,10,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,3,10,19.0,1.0,0.05,57.0,3.0,0.3,20.2,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.137,0,3,10,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,4,10,19.0,1.0,0.05,57.0,3.0,0.3,20.2,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.06,0.205,0,3,10,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,1,10,10.0,10.0,0.5,36.0,24.0,0.3,20.2,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,25.35,0.452,0,1,10,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,4,10,10.0,10.0,0.5,36.0,24.0,0.3,20.2,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,12.5,0.38,0,1,10,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,2,10,7.0,13.0,0.65,39.0,21.0,0.3,17.2,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,24.95,0.483,0,1,10,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,4,10,17.1,0.9,0.05,57.0,3.0,0.3,18.27,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.05,0.252,0,4,10,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,1,10,19.0,1.0,0.05,57.0,3.0,0.3,20.2,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.05,0,3,10,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,1,10,19.0,1.0,0.05,30.0,30.0,0.3,28.3,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,25.06,0.155,0,2,10,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,3,10,12.0,8.0,0.4,37.0,23.0,0.3,21.3,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.5,0.535,0,2,10,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,2,10,1.0,19.0,0.95,48.0,12.0,0.3,10.3,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,14.95,0.905,0,2,10,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,3,10,19.0,1.0,0.05,27.0,33.0,0.3,29.2,A,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,24.5,0.405,0,1,10,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,1,10,19.0,1.0,0.05,55.1,2.9,0.3,20.17,F,"['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.14,0,4,10,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,2,,,,,,,0.3,,,,,,,0,2,11,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,4,,,,,,,0.3,,,,,,,0,1,11,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,,,,,,,0.3,,,,,,,0,2,11,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,4,,,,,,,0.3,,,,,,,0,2,11,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,2,,,,,,,0.3,,,,,,,0,4,11,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,2,,,,,,,0.3,,,,,,,0,3,11,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,3,,,,,,,0.3,,,,,,,0,4,11,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,3,,,,,,,0.3,,,,,,,0,1,11,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,2,,,,,,,0.3,,,,,,,0,1,11,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,3,,,,,,,0.3,,,,,,,0,3,11,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,4,,,,,,,0.3,,,,,,,0,4,11,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,1,,,,,,,0.3,,,,,,,0,3,11,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,1,,,,,,,0.3,,,,,,,0,1,11,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,1,,,,,,,0.3,,,,,,,0,4,11,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,4,,,,,,,0.3,,,,,,,0,3,11,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,3,,,,,,,0.3,,,,,,,0,2,11,2huaehm1,,,,,,0
